url	path
https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds-updated/factsheets/prulink-us-dividend-wealth-fund-distribution.pdf	c1327c24930aa8e86b38a9ee796c5e115f6451eb.pdf
https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds/factsheets/prulink-asian-fixedincome-fund-accumulation.pdf	7a50f73b3055aa84317c7c3783233fd4acc3cb65.pdf
https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds/factsheets/prulink-asian-fixedincome-fund-distribution.pdf	6747b1d29836c2f781f059101ee1acb4f8a76d21.pdf
https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds/factsheets/prulink-asian-multiasset-income-fund-decumulation.pdf	d18a80ca626ce8eabca82a445e6b857a04c8d631.pdf
https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds/factsheets/prulink-asian-multiasset-income-fund-distribution.pdf	2d4d41418f10da5110539c6cc6acac6b0a6a2de5.pdf
https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds/factsheets/prulink-china-india-fund.pdf	4dc7f739125868429aaf1656f9ec90051bc2ecac.pdf
https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds/factsheets/prulink-global-equity-fund-dis.pdf	adf20b5dc2823018ec7e13799e1209664e080076.pdf
https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds/factsheets/prulink-global-equity-fund.pdf	8d4d7a22c6c35a4fab69cf8faa5888642d62d18a.pdf
https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds/factsheets/prulink-global-managed-fund-dis.pdf	01be922f11090054451549af73d53f11e261d185.pdf
https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds/factsheets/prulink-global-multiasset-income-fund-decumulation.pdf	d406c137f0329483276756508626b197cae255c8.pdf
https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds/factsheets/prulink-global-multiasset-income-fund-distribution.pdf	2d40713b6b652c732933eca663daa31dc99c3785.pdf
https://www.prudential.com.sg/-/media/project/prudential/pdf/ebrochures/prulink-funds/factsheets/prulink-singapore-dynamic-bond-fund-dis.pdf	3793d23f31a71781041689b5a409aeca211cd8a2.pdf
